Title,Date,Review,Hotel_Name,X,Y
Arguably Pattaya's best indie/alternative bar,ธ.ค.2014,"I've visited Abbe's bar numerous times on each visit to Pattaya. Last time was eary hours in the morning of New Years' day, where along with everyone else myself and my Thai girlfriend and her friends were engaged in silly string and foam fights with other revellers at the bar.

Abbe's is a hassle free bar which typically plays indie, alternative and rock music that's why I am a patron. Stone Roses, AC/DC, Kaiser Chiefs, Rolling Stones go side by side. They are not adverse to playing the odd pop-dance song either to keep the upbeat happy tempo up.

The majority of music is alternative and they are always open to requests for music to listen to whilst you sit and drink. I've often found that the clientele are keen music lovers and open to chats about music.

Good times had and always will be.",AbbesBarพทยาไทย,12.9261,100.872581
sd,ก.ค.2019,what a great place ı see that such a kas awesome place ı recommend you please visit here and write your vomments,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,12.94605,100.886917
Trip,ม.ค.2020,Very convenient and smart function sending our luggage to airport whilst we enjoyed our last day in Bangkok City without hassle before heading to airport,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,12.94605,100.886917
편안한 태국여행을 위한 필수 서비스!,ต.ค.2019,"파타야에서 3박을 지내고 마지막날 방콕을 가려는데 캐리어가 걱정이었어요.
클룩같은곳은 너무 비싸서 니코니코타이에서 저렴하게 에어포텔을 이용했습니다.
파타야 호텔 카운터에 가방을 맡기고 방콕으로 이동해 열심히 놀고
공항 에어포텔 카운터에 가니 내가방이 딱!
진짜 얼마 안되는 돈으로 호텔에서 공항까지 가방 배송서비스라니 최고입니다.
마지막날 진짜 강추드려요!",AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,12.94605,100.886917
sd,ก.ค.2019,what a great place ı see that such a kas awesome place ı recommend you please visit here and write your vomments,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,12.94605,100.886917
Trip,ม.ค.2020,Very convenient and smart function sending our luggage to airport whilst we enjoyed our last day in Bangkok City without hassle before heading to airport,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,12.94605,100.886917
편안한 태국여행을 위한 필수 서비스!,ต.ค.2019,"파타야에서 3박을 지내고 마지막날 방콕을 가려는데 캐리어가 걱정이었어요.
클룩같은곳은 너무 비싸서 니코니코타이에서 저렴하게 에어포텔을 이용했습니다.
파타야 호텔 카운터에 가방을 맡기고 방콕으로 이동해 열심히 놀고
공항 에어포텔 카운터에 가니 내가방이 딱!
진짜 얼마 안되는 돈으로 호텔에서 공항까지 가방 배송서비스라니 최고입니다.
마지막날 진짜 강추드려요!",AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,12.94605,100.886917
Perfect place!,พ.ย.2016,"Absolutely beach front, good food friendly staff service is good! I was there 4times
I felt a home, just few min ride to central",AisawanSpaพทยาไทย,,
Excellent SPA in Pattaya,เม.ย.2017,We always stay in Pullman G Pattaya although we have condo in Jomtien. We always have SPA in Aisawan Spa. The SPA is amazing and the staff team also wonderful especially the manager Dolla. Try to ask for new promotion from them. Also buy a year package if u are satisfied because it is much cheaper.,AisawanSpaพทยาไทย,,
great SPA in Pattaya,เม.ย.2016,this is a very beautiful spa in Pattaya. u may have great seaview from the front desk. the design of this spa make u feel relax and relax! the front desk staffs serve u with smile and nice tea. all therapists are good and professional. worth to try. also asking for the current promotion too.,AisawanSpaพทยาไทย,,
Spa treatments make you feel pampered,ม.ค.2014,"I was warmly received by a member of staff who informed me that all the massage therapists were qualified and certified in the various massage treatments. I was then showed a list of all their treatments on offer as well as special packages and prices. Suggestions were made for the type of treatments I was interested in and I opted for a '4 hands body massage' followed by a facial treatment. A 25% discount was offered for morning bookings. Overall service was efficient and warmly welcoming. Clean and calm 'zen' ambiance. You certainly feel well taken care of. The two ladies who gave me the '4 hands massage' worked expertly well in unison, seemingly applying the same amount of pressure. How did they do that? Treatment is followed by a warming cup of tea and no rush to dress and leave. I left the spa on a cloud after a total of 2 hours and 20 minutes of pampering!",AisawanSpaพทยาไทย,,
Excellent Service+Nice Staff,None,"I haven't stay at pullman as I go Pattaya for business and my company already booked another one for me. But heard that Asiawan spa is good down there, so email and and see if they can offer me with discount as hotel guest is having buy one get one free currently. The staff response is very fast and sincere. They offer me 25%off first which is acceptable. And then I realize that I need pick up service, surprisingly, they offer me free one which seldom come with such high-level hotel with just a guest who come just for spa. The good experience start from the hotel pick-up from my lobby, Staff English is good which is hard to find at BKK and they are nice to chat with you. When arrive, sun is big and staff open umbrella for me which giving me warm feeling as I just come for spa only. The spa manager come to welcome me. She don't mind me taking photos around and she actually help me take photos with me and suggesting the best location, too. The massage lady is good although the english compare not the way like those welcome staff but still can communicate. She making me so comfortable with the strong press that I need, not too strong but just fit. overall comment & experience is unforgettable warm and excellent.",AisawanSpaพทยาไทย,,
